base_word,base_context,base_start_year,base_end_year,synthetic_word
photon,"I therefore take the liberty of proposing for this hypothetical new atom, which is not light but plays an essential part in every process of radiation, the name photon",1916,,photoononen
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononize
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononless
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononful
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononing
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononer
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononal
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononlike
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononist
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononate
photon,"In 1906, Einstein showed that the photo-electric effect and many photochemical reactions could be explained in terms of the Quantum Theory if light itself consisted of discrete particles of energy or quanta, now usually called photons",1916,,photoononion
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,photoononed
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,photoononing
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,photoononly
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,photoononer
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,photoononable
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,photoononist
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,preonon
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,magnetonon
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,unonon
photon,One would expect the disintegration to be followed by the radiation of a γ-ray photon,1916,,reonon
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononic
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononize
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononed
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononing
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononest
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononation
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononlogy
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononability
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononify
photon,The dark-adapted human eye is capable of detecting a pulse of less than a hundred photons,1916,,photoononlet
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononed
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononing
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononly
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononism
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononlogy
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononise
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononen
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoononical
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoonongraphy
photon,"All the family had that curious complexion of tropical whites—a dingy, mat color, the color of sun-avoidance in a climate rife with photons",1916,,photoonontron
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,blockbusterize
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,blockbusterly
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,blockbusterer
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,postblockbustly
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,multiblockbustest
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,unblockbuster
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,reblockbuster
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,lithoblockbustness
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,deblockbuster
blockbuster,"A company called Carter synthesized that chemical and sold it as Miltown, an anxiolytic that became the first pharmaceutical blockbuster",1942,,overblockbuster
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,dataseted
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,dataseting
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,datasetize
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,datasetless
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,datasetable
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,biodataset
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,undataset
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,datasetly
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,redataset
dataset,Volume rendering..involved assigning a color and an opacity to each point in a dataset,1958,,nondataset
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,demsome
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,undem
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,redem
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,nondem
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,demscape
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,demship
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,demor
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,demest
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,demal
dem,"This setting is influenced by the nature of the music, whether we..want the music purely as a background or whether we wish to impress guests with a fully-fledged hi-fi ‘ dem",1968,,demed
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionism
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionable
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionly
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionness
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionic
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionlike
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionlogy
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionen
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionoid
dysfunction,A social judgment is still implied in the decision to rank the thieving tendency together with its bodily concomitants as symptoms of disease or dysfunction,1916,,dysfunctionth
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,pixelable
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,pixelless
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,pixellike
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,nonpixity
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,unpixical
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,cardiopixed
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,unpixel
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,repixel
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,pixelness
pixel,An analog tape recorder was used to store the analog video signal from each pixel,1965,,pixelic
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,subroing
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,electroroer
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,robotmer
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,rerobot
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,robotical
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,robotcentric
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,overrobot
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,backroie
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,subrobot
robot,Ústřední kancelář továrny [= Central office of the factory] Rossum's Universal Robots,1920,,outrobot
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,triroed
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,unrobot
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,rerobot
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,nonrobot
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,overrobot
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,rheoroion
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,berobot
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,interrobot
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,robotwise
robot,I thought it would be better having a fairly intelligent..girl instead of one of these little office robots,1920,,enrobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,robotling
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,unrobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,nonrobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,subrobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,berobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,interrobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,hyperrobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,robotgen
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,counterrobot
robot,"There is stillness and heat and..disgusting traffic. He drops me at Skyline, at the red robot",1920,,dirobot
macro,"The forms and methods of economic management, both micro and macro",1933,,nonmacro
macro,"The forms and methods of economic management, both micro and macro",1933,,cryomacro
macro,"The forms and methods of economic management, both micro and macro",1933,,semimacro
macro,"The forms and methods of economic management, both micro and macro",1933,,remacro
macro,"The forms and methods of economic management, both micro and macro",1933,,demacro
macro,"The forms and methods of economic management, both micro and macro",1933,,mismacro
macro,"The forms and methods of economic management, both micro and macro",1933,,inmacro
macro,"The forms and methods of economic management, both micro and macro",1933,,supermacro
macro,"The forms and methods of economic management, both micro and macro",1933,,undermacro
macro,"The forms and methods of economic management, both micro and macro",1933,,hypermacro
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,antioestrusgen
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,oestrusgened
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,oestrusgening
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,oestrusgenlike
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,nonoestrusgen
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,neurooestrusgen
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,prooestrusgen
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,unoestrusgen
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,oestrusgenly
oestrogen,"Women smokers are more prone to osteoporosis..because they produce less of the protective female hormone, oestrogen",1927,,oestrusgenness
radar,The distance of the Sun is determined most accurately by radar,1941,,miniraed
radar,The distance of the Sun is determined most accurately by radar,1941,,unradar
radar,The distance of the Sun is determined most accurately by radar,1941,,radarer
radar,The distance of the Sun is determined most accurately by radar,1941,,reradar
radar,The distance of the Sun is determined most accurately by radar,1941,,radarize
radar,The distance of the Sun is determined most accurately by radar,1941,,deradar
radar,The distance of the Sun is determined most accurately by radar,1941,,overradar
radar,The distance of the Sun is determined most accurately by radar,1941,,preradar
radar,The distance of the Sun is determined most accurately by radar,1941,,radaration
radar,The distance of the Sun is determined most accurately by radar,1941,,radarate
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,misraing
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,unradar
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,radarly
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,reradar
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,radarness
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,radaric
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,radarable
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,deradar
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,overradar
radar,The possibility of transmitting a pulse of radio signals to the moon..was often discussed in the early days of radar,1941,,radarest
radar,Interferometric methods have also found favour in the field of radar,1941,,nonraly
radar,Interferometric methods have also found favour in the field of radar,1941,,hyperraed
radar,Interferometric methods have also found favour in the field of radar,1941,,biraed
radar,Interferometric methods have also found favour in the field of radar,1941,,hyporaed
radar,Interferometric methods have also found favour in the field of radar,1941,,unradar
radar,Interferometric methods have also found favour in the field of radar,1941,,radarly
radar,Interferometric methods have also found favour in the field of radar,1941,,radarer
radar,Interferometric methods have also found favour in the field of radar,1941,,reradar
radar,Interferometric methods have also found favour in the field of radar,1941,,radaral
radar,Interferometric methods have also found favour in the field of radar,1941,,radarness
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,microraed
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,macroraless
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,polyrascopy
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,radarize
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,radaric
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,radarable
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,preradar
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,misradar
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,microradar
radar,"Nicknames pinned on Harry Gilmer, Alabama's sensational passer: Leaping Harry, Dead-Eye Harry, the Arm, Electric Eye, Mr. Radar",1941,,inradar
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,steroloidize
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,steroloided
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,unsteroloid
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,resteroloid
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,nonsteroloid
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,steroloidness
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,steroloidable
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,missteroloid
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,substeroloid
steroid,We have observed the effects on wool growth of treating sheep with adrenocorticotrophic hormone and with cortical steroids,1936,,supersteroloid
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,bombering
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,bomberless
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,bomberly
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,bomberize
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,unbomber
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,antibomber
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,microbomber
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,bomberhead
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,rebomber
bomber,"A fifth attempt to dynamite the Roman Catholic Church of S. Peter and Paul, San Francisco, ended yesterday in the killing of one bomber",1915,,debomber
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,bomberless
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,bomberly
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,bomberize
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,bomberlike
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,bomberness
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,bomberman
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,unbomber
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,overbombed
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,rebomber
bomber,Five service squadrons [of which] only one consisted of fighters and four were bombers,1915,,nonbomber
