text,target_word,year,entry_start_year,rank,top_10_words
One substance may affect the entrance of another by competing for the substance which acts as a carrier,carrier,1936,1395.0,1,carrier|vehicle|solvent|medium|stimulus|means|sort|conductor|barrier|screen
"For the New Critics, a writer never speaks for himself but only through an assumed persona, a mask",mask,1948,1533.0,1,mask|sort|character|critic|mere|mouth|fictitious|kind|writer|pseudonym
The following talk was given at ‘The Courant’ radio station WDAK... It is the fourth of the Aetna radio series,series,1923,1594.0,1,series|set|station|stations|talks|sets|telephone|talk|conversations|lectures
He seems to be taking quite an interest in you... You'd better watch your step,step,1934,,1,step|chance|opportunity|father|steps|chances|mother|tongue|opportunities|time
I've never met any of his—interests. Certainly not this girl. I dunno her from a bar of soap,soap,1938,,1,soap|that|music|iron|this|the|sand|gold|a|my
"Generally speaking, the partners are concordant when their genotype is the same, as in identical twins, but when their genotype may be different, as in fraternal twins, the partners are more often discordant",discordant,1932,1393.0,1,discordant|at|in|concordant|divergent|dissonant|not|contradictory|dissident|conflicting
It is normally stated in the form of rules which may be applied to one of the pair—an input —altering it to produce the other—an output,output,1961,1839.0,1,output|outgo|out|over|outputand|expenditure|eddy|efficiency|effici|e
"Q(3) is the Box–Ljung test statistic of the null hypothesis of white-noise residuals from one through three lags, which has a chi-square distribution with three degrees of freedom",freedom,1922,,1,freedom|validity|probability|certainty|accuracy|intensity|uncertainty|frequency|negative|saturation
"Before there were any dialect surveys in the United States, it was generally believed that there were two main dialects, Yankee (i.e. northern) and southern",southern,1935,,1,southern|new|pennsylvania|dialect|dutch|english|virginian|hoosier|the|dialects
"Now to illustrate this empirical analysis of meaning at the phonetic, morphological, syntactical, and semantic levels",level,1935,1340.0,1,level|analysis|point|stages|points|stage|levels|aspect|aspects|development
"A finite sequence of zero or more (occurrences of) the letters, we call a word",word,1936,,1,word|series|sequence|sentence|system|period|language|syllable|group|symbol
"This bidding invariably shows a two-suiter... If he prefers the spades, he can bid two spades to indicate his preference",preference,1945,1456.0,1,preference|choice|desire|intention|wish|willingness|selection|ability|decision|game
A passive network is one which contains no internal sources of power. A network which contains one or more such sources of power is called an active,active,1924,1340.0,1,active|elastic|internal|open|electric|external|electro|electrical|electromotive|inductive
It civilizes them. And it uncivilizes us. Their gain. Our loss,loss,1914,,1,loss|gain|own|losses|profit|toil|duty|great|pain|danger
‘Why doesn't she marry the child's father?’.. ‘It's my belief she doesn't know him from a bar of soap.’,soap,1938,,1,soap|iron|pig|yellow|butter|red|tin|brown|black|steel
Is that Lesley Joseph? In't there nowt on the other side,side,1961,,1,side|road|hand|sid|shore|sile|o|tack|end|of
"For many years, the British viewer's choice was limited to the B.B.C.'s single, noncommercial channel. Since 1955 he has had a second, the commercial service called Independent Television and known to all as ‘The Other Side",side,1961,,1,side|way|channel|world|line|eye|bank|british|television|b
Never in the field of human conflict was so much owed by so many to so few,few,1941,,1,few|little|small|many|comparatively|very|poor|short|great|much
"If too much retroaction is employed the circuit resistance may become negative, when the whole system will begin to oscillate",oscillate,1917,1726.0,1,oscillate|act|move|discharge|heat|leak|run|flow|fall|swing
"They are autonomous Communities within the British Empire, equal in status, in no way subordinate one to another in any aspect of their domestic or external affairs, though united by a common allegiance to the Crown, and freely associated as members of the British Commonwealth",commonwealth,1917,1445.0,2,empire|commonwealth|community|nation|state|federation|parliament|union|political|race
"He came to examine the decoys near me and while his attention was rivetted on them I raised up and fired, and he never knew what hit",hit,1923,,2,hurt|hit|had|i|killed|struck|caused|it|shot|was
"Assume you have three sets of quarks, each an SU(6) sextet but distinguished from one another by some attribute I do not know, say red, white and blue",blue,1966,1300.0,2,black|blue|green|yellow|brown|violet|dark|purple|golden|a
"Some of them are for immediate consumption, the rest are goods whose value will last beyond the immediate present. These two categories can be called current goods and durable",durable,1930,1386.0,2,capital|durable|fixed|future|permanent|consumption|deferred|goods|the|reserve
For knitting that..never shrinks or stretches or seats or sags or pills or fluffs or ever needs an iron,iron,1922,,2,extra|iron|eye|effort|inch|instant|ounce|ointment|apology|edge
For comparison with observation the rectangular coordinates must be converted into polars,polar,1920,1556.0,2,the|polar|angles|circular|angular|those|others|degrees|time|oblique
Our winter so far has been mild with about one week of a cold snap. It was around 20 degrees above,above,1944,,2,below|above|this|at|on|for|the|last|and|colder
"As CAMAC equipment is often sold as individual products to system builders, items are often available either ‘ off the shelf",shelf,1936,1405.0,2,floor|shelf|line|press|road|plant|truck|job|same|system
"We feel that this change will be sufficient to discourage ‘hackers’, although it is obviously insufficient to protect a node against a determined and malicious attack",attack,1973,1646.0,2,enemy|attack|attempt|opponent|foe|effort|assault|prosecution|operator|assailant
Sometimes..I get so fed up with all the mumbo-jumbo and abracadabra and making of holy mysteries about simple things that I like to call a spade,spade,1919,,2,man|spade|little|fellow|cab|policeman|halt|few|child|cat
"‘Francis, you know Al Hibbler.’ ‘Why, that's my man",man,1945,,2,friend|man|old|brother|dog|name|uncle|horse|father|cousin
All of these terminals may act as more or less sharply resonant systems... They may..be thought of as electromagnetic analogues of the Helmholtz resonator,resonator,1936,1864.0,2,resonators|resonator|resonance|double|oscillator|resonating|disk|vibration|vibrator|or
"These dinners..cost 6 1/2 d. to 7 d. each, and consist of fish and meat, two vegetables, and a pudding",pudding,1934,1287.0,2,dessert|pudding|pint|little|glass|salad|bottle|small|desert|variety
This sort of progress can only be achieved through full consultation from and with users at the national level,level,1933,1340.0,2,headquarters|level|and|office|point|laboratory|center|capital|plant|laboratories
"The British Empire is much more than a State... We are a whole world by ourselves, consisting of many nations and states... Beyond that we come to the so-called Dominions..who have been evolved on the principles of your constitutional system, now almost independent states, and who all belong to this group, to this community of nations, which I prefer to call the British Commonwealth",commonwealth,1917,1445.0,2,empire|commonwealth|group|community|world|race|dominions|nation|state|people
"The idea of ‘punishing’ opponents by painful or crippling grips, so that they would surrender.., was new. Lewis practically choked opponents into submission",submission,1922,1405.0,2,surrender|submission|silence|a|this|the|surrendering|it|giving|that
They [ sc. children] want to eat savoury things most of all; but there are certain ‘in’ sweet-stuffs and a very great many ‘ out,out,1966,1300.0,2,in|out|of|sweet|and|things|by|not|over|other
She did not want extraordinary steps taken to prolong her life should the illness leave her in any way debilitated or mentally impaired,impaired,1946,1559.0,2,enfeebled|impaired|depressed|weakened|affected|weak|unbalanced|shattered|incapacitated|or
"The singer with the outfit can do with his or her voice just what the soloist can do with his instrument, he can give",give,1936,,2,sing|give|make|use|play|be|take|do|produce|render
Carmichael has now accepted a junior post in the Panther hierarchy and Rap Brown and Jim Foreman have been driven into the wilderness,wilderness,1930,1200.0,2,background|wilderness|bush|ranks|fold|mountains|woods|arms|hills|wilds
"If a man spoke rather loudly..keeping his vowels open, then he was an Upper. If he attempted all this and just failed, then he was a Middle",middle,1955,,2,lower|middle|low|sub|nether|junior|common|man|mid|minor
Victor called early this morning to say that things are going well and he sends his best,best,1922,,2,love|best|regards|compliments|respects|congratulations|kind|greetings|kindest|warmest
"In a sense, then, the occurrence of one crossing-over interferes with the coincident occurrence of another crossing-over in the same pair of chromosomes, and I have accordingly termed this phenomenon ‘ interference",interference,1916,1782.0,2,crossing|interference|a|crossingover|cross|supernumerary|correlation|an|double|inter
We shall discuss..evidence that holes are actually introduced into n- type germanium by the forward current of an emitter point... We shall refer to this important process as ‘hole injection,injection,1945,1541.0,2,introduction|injection|making|formation|in|production|effect|introducing|emission|driving
"Like other credit reference bureaux, it faced criticism for stockpiling black information rather than white",white,1968,,2,for|white|the|red|constructive|black|giving|a|that|attempting
"It was one of those occasions about which I shall prattle to my grandchildren—if I ever have any, which at the moment of going to press seems more or less of a hundred-to-one shot",shot,1923,,2,chance|shot|chances|or|contingency|certainty|possibility|probability|impossibility|odds
"When a rabbi gets to be around fifty, his chances of getting another job are not so good. He's like over the hill",hill,1950,,2,fence|hill|way|top|line|river|hills|age|road|other
"Talk about one thing, talk about an other; But ef you talk about me, I'm gwain to talk about your mother",mother,1934,,2,self|mother|wife|father|own|sister|uncle|old|little|son
Define the concept opacity of a rule as follows:..A rule A→B/C–D is opaque to the extent that there are surface representations of the form (i) A in environment C–D or (ii) B in environment other than C–D... Let us refer to the converse of opacity as transparency,transparency,1971,1591.0,3,the|a|transparency|follows|being|light|defined|clearness|represented|that
"There's a porpoise close behind us, and he's treading on my tail",tail,1925,,3,foot|toes|tail|feet|toe|heels|heel|legs|shoe|corns
"The French Revolution..—the cataclysms of agony—need not have been, but they were . To put it in words of one syllable",syllable,1922,1384.0,3,who|of|syllable|that|or|whose|whom|more|not|to
The District owned the south side of the Inner Circle from Mansion House to South Kensington... District trains reached Uxbridge over the Metropolitan,metropolitan,1934,1410.0,3,district|great|metropolitan|london|north|midland|south|g|central|inner
"‘What did you get on the other cokies?’ ‘This fellow was lousy with it,’ replied Erb... ‘The other one is clean",clean,1953,,3,not|a|clean|all|as|quite|the|just|better|very
"Observational series which describe phenomena changing with time may be roughly classified in two broad categories, viz. evolutive and stationary",stationary,1938,1450.0,3,regressive|retrospective|stationary|static|evolutionary|progressive|regulative|periodic|epochal|mutational
"You can be up to your boobies in white satin, with gardenias in your hair and no sugar cane for miles, but you can still be working on a plantation",plantation,1956,1425.0,3,farm|salary|plantation|railroad|job|good|small|big|ranch|little
Doctors starting their careers..had few patients on their lists,list,1949,1604.0,3,hands|lists|list|books|records|rolls|minds|first|visiting|staffs
Modern physics observes particles (such as electrons) and antiparticles (like positrons) which form a symmetric pair where each has an identical mass but opposite charge,charge,1958,1225.0,3,charges|electrical|charge|electric|signs|electronic|sign|direction|electricity|speeds
They were all angry young men..cocking a snook at aesthetic and social pretensions—prophets of artistic anarchy,anarchy,1952,1539.0,3,and|revolt|anarchy|progress|revolution|beauty|emancipation|decadence|democracy|reform
The bush of the jack will be connected to the exchange battery via the plug inserted in one of the other jacks with which it is connected in multiple,multiple,1943,1595.0,3,the|series|multiple|turn|parallel|such|its|a|this|order
Manitoba has several women law students. Probably out from their ranks will come a future ‘Madam Justice’,justice,1957,1160.0,3,of|manitoba|justice|president|man|butterfly|de|mary|jane|booth
The Ignitron* is the latest arrival in the rapidly growing family of industrial electronic tubes. It is a tube in which conductivity is established by igniting the arc. [* Note ] Pronounced like the word ‘ ignite,ignite,1917,1684.0,3,ignitron|ignition|ignite|initron|in|ig|i|igniton|ignis|ignit
Chris said some guys in the locker room razzed him when they first learned of his abstinence pledge,pledge,1993,1348.0,3,from|and|pledge|fake|movement|principles|habits|rule|plan|habit
"All transactions between the Fund and members were to be at par, and all transactions in member currencies at rates within an agreed percentage of parity",parity,1945,1572.0,3,the|par|parity|their|gold|those|that|one|each|normal
"The motor torque was found to be nearly constant over a wide range of speeds, which is predicted for a mechanism in which energy from the ion gradient is used to apply force to the rotor",rotor,1976,1873.0,3,moving|armature|rotor|movable|shaft|rotating|field|revolving|piston|stationary
"But Matthew makes it more plain than Luke that we are not merely dealing with what Schweitzer called an interimsethik , a scale of values only appropriate to a world which is shortly to go up in smoke",smoke,1933,,3,the|flames|smoke|heaven|a|fire|flame|glory|judgment|price
"Until you bring dat raas bwai to me, not an ounce of ganja coming in this town. Not a wrap, not a leaf, not a stick",stick,1918,,3,grain|scrap|stick|leaf|bit|drop|flower|single|piece|thing
"If a complete translation of the program is prepared before the initiation of its operation the system is a compiler; if the pseudo-code is retranslated each time it is used during operation, the system is an interpreter",interpreter,1954,1384.0,3,operator|organizer|interpreter|inventor|engineer|administrator|instructor|editor|analyst|author
"Two hundred thousand dollars is not too much to have paid for the pleasure of having endowed the planetary world with a new star, and the earth with a second satellite",satellite,1936,1520.0,3,sun|moon|satellite|star|home|planet|and|garden|human|new
Any procedure can be represented as a game by assuming that each voter makes a plan in advance regarding the course of action he will take in every division which can arise. Any such plan may be called a ‘ strategy,strategy,1944,1616.0,3,plan|vote|strategy|policy|game|scheme|party|voting|principle|proposition
"Billy Jean came here tonight, too, and she sends her best",best,1922,,3,love|regards|best|compliments|respects|greetings|little|good|kind|very
"The big one is the bass drum, and that round black case is what they call the snare",snare,1938,,3,bass|big|snare|cymbal|gong|little|cymbals|drum|head|bell
"The third movement also was a form of protest by theatrical reformers, who were sick of M. Stanislavsky's hair-for-hair actualistic method",method,1923,1425.0,3,methods|art|method|plays|melodrama|drama|treatment|and|pictures|school
"The one outstanding condition menacing the mental health of..every youth, is some form of the emotion of fear, if not acute fear, at least a sense of insecurity",insecurity,1917,1646.0,4,impending|fear|apprehension|insecurity|danger|dread|the|being|uneasiness|timidity
"No signs of a stress incontinence could be objectified in the women of group II, even though, according to their own statements, they were not completely continent",continent,1941,1384.0,4,free|cured|normal|continent|relieved|impotent|able|unconscious|ignorant|at
Seismic waves from the largest earthquakes..can reverberate inside the Earth and make the planet ‘ ring,ring,1952,,4,tremble|shake|roar|ring|quiver|quake|gape|give|shiver|dance
A short story read aloud was always a pleasure to the men behind the bars,bar,1951,1175.0,4,guns|gun|counter|bar|bars|scenes|lines|desk|bat|big
The discussions..led him to the conclusion that probably in all cases the brighter star is the more massive,massive,1916,1425.0,4,distant|ancient|remote|massive|condensed|recent|nearly|stable|advanced|powerful
"The flawless skin goes, the lovely eyes fade, and she knows she is over the hill",hill,1950,,4,line|border|river|hill|brink|edge|verge|sea|precipice|age
"O þe r [in line] 2 and þe t [in line] 26 at least ‘kiss’, if they do not ‘ bite",bite,1957,,4,kiss|embrace|give|bite|press|take|pay|bow|pray|love
"I'm diggin a lot of Armstrong, 'cause he's the man",man,1952,,4,only|best|one|man|biggest|most|kind|feller|greatest|same
"Their writing mainly concerns the street life—the pimp, the junky, the forces of drug addiction, exploitation at the hands of ‘the man",man,1942,,4,gang|powers|profession|man|trade|police|great|street|other|professional
"The effect of gluon emission or absorption, then, is to change the identity of a quark, for instance from a red quark to a green",green,1975,,4,blue|black|white|green|yellow|red|gray|purple|grey|brown
"To describe the strong force we need three ‘colours’—three different types of charges, usually designated ‘red’, ‘green’ and ‘ blue",blue,1966,1300.0,4,yellow|orange|white|blue|violet|purple|black|ultramarine|vermilion|grey
"Indeed, ‘Theodora’ may be described as ‘Quo Vadis’ Plus",plus,1921,1537.0,4,in|with|without|plus|and|rather|written|on|under|of
‘Orphan drugs’—medicines that aren't used in sufficient quantities to justify the cost of bringing them to the market,market,1975,,4,country|united|attention|market|city|notice|consumer|bedside|front|drug
"The units under his control would suddenly stop purchases from some privately-owned ancillaries ... Krishnamurthy would then..ask his sons to negotiate to buy up these units. And before you knew it, the dried-up orders would start coming again to the ancillary",ancillary,1963,1663.0,4,office|government|same|ancillary|krishnamurthy|head|treasury|central|unit|presidency
Miss Bach had been talking wistfully of taking up the wagon-trail life of a West Bank settler,settler,1967,1598.0,4,farmer|farm|girl|settler|carpenter|miner|school|man|woman|missionary
Families may soon be enjoying a tipple at the bar to make their parties held in the community centre go with a swing,swing,1976,1400.0,4,snap|bang|rush|swing|whoop|better|vim|whirl|jolt|zest
"It has been shown that in Archegoniate Plants there are two opposite types of orientation of this spindle as regards the nursing organ or archegonium, viz. the exoscopic and the endoscopic",endoscopic,1923,1853.0,4,endospic|endospheric|endos|endoscopic|ephemeral|ephebic|inoscopic|endosmic|intrasporal|extrorse
Referees are expected to provide objective evaluations of the works they review,review,1975,1573.0,4,are|pass|recommend|review|examine|consider|have|report|appraise|decide
"The Bolsheviks have dropped their offensive attitude, considering themselves now in the position of organizers of the defence of the Revolution",revolution,1917,1393.0,4,country|russian|nation|revolution|state|soviet|people|city|fatherland|republic
It was the product of an extraordinary period of experiment in the visual arts in Russia following the Revolution,revolution,1917,1393.0,4,great|war|russo|revolution|death|crimean|world|period|close|franco
"I know of instances where employes, retained since the war deflation..have been let out now that their employers can say they are letting them go because of the depression",depression,1930,1400.0,4,high|fact|low|depression|lack|need|fear|present|scarcity|inability
A male model visiting from Tokyo nurses a beer and surveys the transvestites around him. ‘This is a really wild scene,scene,1950,1481.0,4,country|and|place|scene|beast|spot|region|part|life|district
"I kept on schedule with the work, but I couldn't with the money. Each week, I'd be just a little over the line",line,1934,,4,amount|limit|money|line|hundred|mark|schedule|work|average|weekly
"His poems are at odds with the modernist belief that the essential qualities of poetry are irony, ambiguity and paradox",paradox,1939,1533.0,4,the|a|obscurity|paradox|suggestiveness|symbolism|mysticism|humor|surprise|mystery
"In the older ‘dips’ and also in modern ‘sheep showers’, this is an adjoining draining pen to which sheep go after treatment with the ‘ wash",wash,1933,1440.0,5,dip|dipping|dips|sheep|wash|shearing|shepherd|cure|tar|dry
"Landing gear , a strong support that holds up the front end of a semi-trailer when it is not attached to a tractor",tractor,1926,1798.0,5,wagon|car|truck|vehicle|tractor|locomotive|motor|trailer|load|horse
"[In this system] spectrographic registrations formed the basis for such acoustic notions as ‘grave’ and ‘acute’, ‘compact’ and ‘ diffuse",diffuse,1952,1430.0,5,open|attenuated|diffused|voluminous|diffuse|lax|loose|compact|expansive|rare
Donaldson..had thought of being a London taxi driver and had gone so far as to ride round on a bicycle to acquire the ‘ Knowledge,knowledge,1936,,5,necessary|touch|art|go|knowledge|knack|experience|appearance|air|road
[On telephone] I'll bring him right over... You can take my word—the kid's a cock-eyed wonder.. your mother,mother,1934,,5,word|own|father|wife|mother|name|friend|eyes|telephone|little
"The name ‘hydroxyl’ has long denoted the group OH. In organic contexts it is undoubtedly correct; but the expression ‘hydroxyl ion’ is very frequently used, although possibly less logical than ‘ hydroxide",hydroxide,1955,1851.0,5,hydroxyl|hydrogen|ion|hydrate|hydroxide|oxy|acid|hydroxidion|hydrocarbon|oh
"I..would walk up and..ask the bartender: ‘Say, have you seen so-and-so yet?’ I says: ‘Man, I'm sick",sick,1951,,5,a|not|on|going|sick|in|tired|here|the|looking
"In the combination extremely hot weather .. hot , which defines weather , is a secondary word or an adjunct",adjunct,1914,1516.0,5,adverb|adjective|auxiliary|epithet|adjunct|extension|expression|accidental|inflection|equivalent
"Most of these developments have this feature in common, that the distribution functions of the various stochastic variables..are assumed to be of known functional form, and the theories of estimation and of testing hypotheses are theories of estimation of and of testing hypotheses about, one or more parameters..the knowledge of which would completely determine the various distribution functions involved. We shall refer to this situation..as the parametric",parametric,1942,1864.0,5,theory|static|functional|assumption|parametric|problem|statistical|method|hypothesis|general
At road junctions they favour the rule that the vehicle on the more important road has priority,priority,1929,1425.0,5,the|precedence|a|preference|priority|superior|right|no|an|first
"The issue is simple: if people parked legally, then no council, no private contractor and no parking attendant would ever hand out a ticket",ticket,1922,1516.0,5,parking|single|park|nickel|ticket|dollar|license|penny|car|piece
"Although the art of interpreting air photographs had been developed quite a long way in the First World War, in the summer of 1939 there was precisely one experienced interpreter",interpreter,1950,1384.0,5,person|man|and|photographer|interpreter|air|worker|observer|american|airman
"The kids had to do their homework, and I didn't think this was a night I could ask Ciana to sit",sit,1954,,5,come|do|stay|go|sit|take|let|leave|help|give
"By the Revolution of 1917 they [ sc. the Bolsheviks] began to erect a ‘superstructure’ for which, at least in Central Russia, no corresponding ‘ base",base,1933,1335.0,5,foundation|substructure|basis|foundations|base|support|basement|structure|founda|corner
"The body had been laid on its back,..with knees, thighs, and elbows flexed",flexed,1915,1572.0,5,drawn|turned|resting|bent|flexed|raised|projecting|straight|close|on
"Helium..was first subjected to chemical purification by passing successively over hot copper, hot copper oxide, aqueous potassium hydroxide, solid potassium hydroxide, phosphorus pentoxide, hot copper and hot calcium, and was stored in a battery of seven glass-mercury gasometers, so connected that the gas could be recirculated through the purifying train",train,1925,1390.0,5,apparatus|system|vessels|tubes|train|vessel|process|reagents|material|reagent
"Mr H. M. Stephen..examining..parts of a Messerschmitt 109 fighter which, as a pilot officer, he shot down on Nov. 30, 1940, while operating from Biggin Hill. It was the wartime base's 600th ‘ kill",kill,1944,1225.0,5,attack|battle|fighter|enemy|kill|action|gun|all|air|war
"She stressed the necessity of using the genuine Arden product. If it fails, she suggests ‘a little enema’ and in stubborn cases, ‘a high colonic",colonic,1948,1906.0,5,enema|rectal|injection|colon|colonic|irrigation|soap|saline|injector|up
"‘We're just..encouraged that Canadians are recognizing that there are people out there who need help,’ said..the organization's territorial secretary for public relations and development",development,1953,1724.0,5,education|the|community|welfare|development|a|service|information|that|public
