text,target_word,year,entry_start_year,rank,top_10_words
Recently the Press recorded the invention of a calculating machine... They called it a ‘ brain,brain,1934,,1,brain|machine|calculating|comptometer|mechanical|lightning|mental|brainless|calculator|slide
The domestic implications of this functional ideology were not lost upon the peers who shared its universe of discourse,discourse,1931,1400.0,1,discourse|desire|thought|discussion|the|values|desires|ideas|discursive|experience
In converted liners called AMCs..whose tiny guns left them sitting ducks for the U-boat wolf packs,pack,1942,1228.0,1,pack|packs|to|and|that|in|when|the|of|who
"One might reasonably expect that Hollywood would adjust its approach and reduce the levels of sex, violence and gutter language so that fewer films would earn the ‘R’ rating",rating,1934,1534.0,1,rating|of|mark|grade|classification|ratings|and|designation|marks|or
"They are anxious to make a ‘connection’, ‘score’ or ‘ hit",hit,1951,1450.0,1,hit|get|put|land|win|make|register|beat|connect|score
"Upper-class students will tend to be found in the academic or collegiate subcultures, with few in the vocational",vocational,1960,1652.0,1,vocational|professional|technical|scientific|industrial|graduate|lower|secondary|elementary|commercial
Modern physics observes particles (such as electrons) and antiparticles (like positrons) which form a symmetric pair where each has an identical mass but opposite charge,charge,1958,1225.0,1,charge|charges|electric|sign|electrical|polarity|signs|electricity|electrification|polarities
We are persuaded that this greatest new rose of our time should be named for the world's greatest desire: Peace,peace,1944,1160.0,1,peace|the|a|for|love|happiness|beauty|that|universal|america
"Generally speaking, the partners are concordant when their genotype is the same, as in identical twins, but when their genotype may be different, as in fraternal twins, the partners are more often discordant",discordant,1932,1393.0,1,discordant|antagonistic|at|in|not|than|concordant|divergent|different|mutually
In the 1924 Land's End one of these cars..won a silver medal and four other Palladiums secured ‘ golds,gold,1945,,1,gold|bronze|honorable|first|golds|honourable|silver|honors|golden|the
"Questioned on a press report that ‘a close adviser to President Truman’ was predicting Johnson's resignation, White House Press Secretary Charles Ross issued a perfunctory ‘ no comment",comment,1950,1400.0,1,comment|statement|information|answer|such|confirmation|reply|basis|knowledge|authority
It is normally stated in the form of rules which may be applied to one of the pair—an input —altering it to produce the other—an output,output,1961,1839.0,1,output|out|outgo|outpu|outflow|outout|outlet|outgoing|e|efflux
"I'll stake my pension on a conviction. In fact, if the lad's any sense he'll hold up his hand and plead",plead,1959,1275.0,1,plead|take|confess|own|say|tell|be|go|make|give
"Once an RPC client makes a request, it must wait for a reply",reply,1970,1560.0,1,reply|turn|definite|decision|favorable|long|full|certain|regular|place
"‘I'm out for the guilty party that's got a leak in my office that I can't stop up.’ ‘Well,..why don't you put a detective on the job?’..‘Detective!..Hell! What I need is a plumber.’",plumber,1972,1385.0,1,plumber|carpenter|cork|cement|detective|good|burglar|rubber|mechanic|rat
"These dinners..cost 6 1/2 d. to 7 d. each, and consist of fish and meat, two vegetables, and a pudding",pudding,1934,1287.0,1,pudding|sweet|dessert|tart|pint|small|large|light|piece|desert
He seems to be taking quite an interest in you... You'd better watch your step,step,1934,,1,step|steps|p|man|actions|eye|manners|husband|self|chances
Families may soon be enjoying a tipple at the bar to make their parties held in the community centre go with a swing,swing,1976,1400.0,1,swing|bang|snap|greater|little|punch|better|zip|dash|vim
"Before there were any dialect surveys in the United States, it was generally believed that there were two main dialects, Yankee (i.e. northern) and southern",southern,1935,,1,southern|southerner|south|southron|virginian|dixie|pennsylvania|carolina|the|sou
"The forms and methods of economic management, both micro and macro",macro,1974,1933.0,1,macro|macroscopic|mega|megascopic|megalo|grand|megal|macros|ma|large
"One type of [adrenotropic] receptor is associated with most of the excitatory functions and with at least one of the inhibitory functions (intestine). The other type is associated with most of the inhibitory functions and with one..excitatory function (myocardium)... Because of the opposite effects..the customary signs, E (excitatory) and I (inhibitory) cannot be applied. Therefore, for convenience they have been designated as the alpha adrenotropic receptors and the beta",beta,1948,1400.0,1,beta|alpha|gamma|delta|omega|theta|sigma|zeta|b|deta
"Although the art of interpreting air photographs had been developed quite a long way in the First World War, in the summer of 1939 there was precisely one experienced interpreter",interpreter,1950,1384.0,1,interpreter|air|pilot|officer|and|photographic|man|specialist|photographer|staff
The objective expert inquiry..was swamped..when the advocates of easy money climbed aboard,aboard,1936,1393.0,1,aboard|on|into|upon|over|in|to|the|up|all
Makers of new software games answer a series of questions to determine whether their products contain any ‘objectionable content’; an RSAC panel..then assigns each game a rating,rating,1934,1534.0,2,number|rating|serial|grade|class|code|classification|symbol|numerical|new
"Dave wandered into my office, mumbling about a hiccup in the Unix accounting system",system,1956,1580.0,2,department|system|room|for|office|machine|and|rooms|service|that
With its 49 mm filter thread..and a price of £99.90 it should be a quick mover,mover,1971,1385.0,2,seller|mover|selling|and|moving|move|turn|buyer|turnover|favorite
"To describe the strong force we need three ‘colours’—three different types of charges, usually designated ‘red’, ‘green’ and ‘ blue",blue,1966,1300.0,2,white|blue|yellow|violet|black|purple|brown|amber|gold|neutral
The use of acoustic energy to perform all those functions in hydrospace for which electromagnetic energy is employed in aerospace,aerospace,1959,1955.0,2,the|aerospace|air|space|radio|a|wireless|electrospace|radiospace|electromagnetic
Although some lesbians see to it that in virtually all their relationships they are dominant and some lesbians prefer always to be submissive,submissive,1969,1572.0,2,dominant|submissive|the|in|subordinate|dominated|subject|on|subservient|ruled
"The name ‘hydroxyl’ has long denoted the group OH. In organic contexts it is undoubtedly correct; but the expression ‘hydroxyl ion’ is very frequently used, although possibly less logical than ‘ hydroxide",hydroxide,1955,1851.0,2,hydroxyl|hydroxide|hydrogen|water|oh|hydroxy|ionized|ion|hydrion|oxygen
"Baseball is not my game, In fact, I think it's pretty lame",lame,1972,,2,tame|lame|slow|rough|tough|bad|poor|plain|hard|rotten
Fred Harrison failed to win any..prize money in the Ace Bowling Centre's men's open five pin tournament but he..included a perfect 450 game in his 10-game string,string,1961,,2,total|string|score|effort|series|average|record|set|totals|performance
"Casting a wary eye back to the dystopias depicted by Wells and Huxley, we can picture a society in which highly taxed ‘alphas’ peer down with contempt at modestly taxed ‘betas’, who in turn peer down with contempt at heavily subsidized ‘ gammas",gamma,1932,1425.0,2,gammas|gamma|betas|beta|gam|sigmas|gams|lambdas|alphas|omicrons
"Ford, at the very last, was doing something right. Most of the polls showed he was closing fast on Jimmy Carter, who was limping badly down the stretch",stretch,1949,1541.0,2,home|stretch|homestretch|last|track|road|long|course|back|line
"It was a lot for a picture frame, but your grandmother had some hats..which were seventy-five cents too. So she asked the gypsy woman if she'd like to trade",trade,1949,1539.0,2,buy|trade|have|sell|take|see|change|exchange|look|make
One substance may affect the entrance of another by competing for the substance which acts as a carrier,carrier,1936,1395.0,2,solvent|carrier|common|vehicle|medium|buffer|barrier|key|link|base
"Now to illustrate this empirical analysis of meaning at the phonetic, morphological, syntactical, and semantic levels",level,1935,1340.0,2,levels|level|stages|points|stage|or|sides|standpoints|ends|aspects
Most golf clubs have a share of ‘ear-bashers’ as the Aussies call the type who verbally replay their strokes ad nauseum at the ‘ nineteenth,nineteenth,1948,,2,tee|nineteenth|tees|bunker|teeing|locker|putting|hole|eighteenth|fourth
"The motor torque was found to be nearly constant over a wide range of speeds, which is predicted for a mechanism in which energy from the ion gradient is used to apply force to the rotor",rotor,1976,1873.0,2,moving|rotor|motor|ion|driving|movable|piston|mechanism|electrons|armature
"But Matthew makes it more plain than Luke that we are not merely dealing with what Schweitzer called an interimsethik , a scale of values only appropriate to a world which is shortly to go up in smoke",smoke,1933,,2,flames|smoke|flame|a|fire|the|conflagration|an|ashes|catastrophe
"Two hundred thousand dollars is not too much to have paid for the pleasure of having endowed the planetary world with a new star, and the earth with a second satellite",satellite,1936,1520.0,2,moon|satellite|sun|venus|planet|comet|edition|and|luminary|one
Web tablets..are like laptops without keyboards and can be scribbled upon with electronic pens,pen,1972,1350.0,2,ink|pen|tools|pencil|pens|accuracy|or|pencils|negative|ease
The doctor was free to accept or reject anyone applying to go on his list,list,1949,1604.0,2,staff|list|ship|team|expedition|boat|case|trip|service|rounds
"If a man spoke rather loudly..keeping his vowels open, then he was an Upper. If he attempted all this and just failed, then he was a Middle",middle,1955,,2,lower|middle|mid|low|south|central|half|middler|southerner|down
"In return we get syncopated music, and what to do to it—the Baleta..the Twinkle..the Missouri Walk",walk,1937,,2,waltz|walk|stomp|mule|and|slide|drag|shuffle|rag|swing
There should be an open broadcasting authority to take responsibility for the fourth television channel,channel,1952,1387.0,2,station|channel|development|broadcasting|broadcast|transmitter|system|and|license|circuit
All of these terminals may act as more or less sharply resonant systems... They may..be thought of as electromagnetic analogues of the Helmholtz resonator,resonator,1936,1864.0,2,resonators|resonator|resonance|double|resonating|resonant|and|organ|theory|nodal
Apparently anyone who believes in genetic racial differences is a ‘racist’... I suppose by analogy that anyone who believes in genetic sex differences is a ‘ sexist,sexist,1949,1949.0,2,feminist|sexist|sexualist|sexologist|womanist|sextist|sex|bisexist|femaleist|genist
Sox first baseman Paul Konerko bobbled a grounder to allow Nixon to reach,reach,1932,,2,score|reach|cross|tally|get|make|advance|come|go|register
"The effect of gluon emission or absorption, then, is to change the identity of a quark, for instance from a red quark to a green",green,1975,,2,blue|green|yellow|violet|red|white|purple|bluish|pink|black
Our winter so far has been mild with about one week of a cold snap. It was around 20 degrees above,above,1944,,2,below|above|for|and|the|one|at|on|most|here
They were all angry young men..cocking a snook at aesthetic and social pretensions—prophets of artistic anarchy,anarchy,1952,1539.0,3,and|revolt|anarchy|revolution|democracy|freedom|salvation|righteousness|liberty|culture
President Amin's jet airliner was poised last night to take off for Uganda..on a whisky run,run,1961,1475.0,3,smuggling|and|run|running|expedition|trip|mission|hunt|flight|survey
The share price..is vulnerable to even the most modest of bear rumour and.. the downside substantially exceeds the upside,upside,1961,1611.0,3,up|ups|upside|upward|upturn|amount|rise|buying|normal|recovery
"With due respect to Southern..the established tradition of ‘geographic’ naming of transfer techniques (‘Southern’, ‘Northern’) is continued; the method described in this manuscript is referred to as ‘ Western",western,1981,,3,southern|northern|western|eastern|northeastern|transfer|southerly|southeastern|north|northwestern
It is a good idea to open the bottle about an hour before pouring. This is known as letting the wine ‘ breathe,breathe,1950,1300.0,3,come|ripen|breathe|break|settle|age|get|fine|stand|bloom
A more selective system of Customs questioning of passengers..is provided for in the finance bill published yesterday... Those who have anything to declare will go through a ‘red’ channel... Those who have nothing to declare will pass through a ‘ green,green,1968,,3,white|blue|green|yellow|black|pink|brown|violet|bine|gray
"They're a miserable lot of sods. If that is an example of the spirit of the people of Windsor, they can keep",keep,1956,,3,go|have|keep|never|all|get|take|be|just|do
"Marxism considers all ideology, all theory, to be a reflection, an epiphenomenon, of economic actuality, a superstructure on a materialistic base",base,1933,1335.0,3,foundation|basis|base|substratum|substructure|economic|and|social|ground|structure
"Overworked, terminally exhausted and burnt out by city living, many thirty-somethings and their families are ‘greenshifting’—foresaking urban routine in pursuit of a slower pace",pace,1933,1300.0,3,tempo|life|pace|and|rhythm|but|living|pulse|gait|way
"Gameplay is noticeably smoother; piloting your fire-breathing dragon through the skies, you wipe out endless demons with the help of your crossbow, dragonbreath and other magical",magical,1972,1492.0,3,magic|weapons|magical|devices|charms|fire|mystic|instruments|implements|equipment
"You can be up to your boobies in white satin, with gardenias in your hair and no sugar cane for miles, but you can still be working on a plantation",plantation,1956,1425.0,3,farm|salary|plantation|ranch|job|pair|cotton|sugar|newspaper|new
Orders to various parts of the machine..can be expressed conveniently as numbers in some arbitrary code,code,1946,1387.0,3,system|scale|code|units|unit|language|notation|form|or|manner
The worst burger of all was the half-pound cheeseburger from Julie's Pantry,pantry,1948,1325.0,3,kitchen|room|pantry|own|home|hand|shop|house|store|native
"‘Francis, you know Al Hibbler.’ ‘Why, that's my man",man,1945,,3,brother|old|man|name|cousin|friend|husband|boy|father|partner
"The courts do not use this cost-based test to establish predatory pricing. Rather, below-cost prices create a presumption of predation",predation,1958,1500.0,3,predatory|unfair|predation|a|unfairness|intent|price|the|an|pricing
"The usual routine is to grab someone with junk on him, and let him stew in jail until he is good and sick",sick,1951,,3,ready|hungry|sick|tired|sore|willing|sorry|scared|broke|ripe
"For the New Critics, a writer never speaks for himself but only through an assumed persona, a mask",mask,1948,1533.0,3,character|sort|mask|fictitious|mere|literary|kind|type|chorus|mouthpiece
"Daddy had a bad thing about me, made me financially too independent. You know—pampered me and let me hang too loose",loose,1968,1225.0,3,much|long|loose|loosely|heavily|heavy|many|far|close|closely
"Within thirty seconds, the blips had passed out of radar range",range,1947,1390.0,3,and|sight|range|control|vision|into|view|communication|beam|distance
"The report calls for minimum academic standards, on top of which can be built any pattern of electives, extracurriculars, and vocationals",vocational,1932,1652.0,3,professional|other|vocational|special|the|extra|so|research|specialization|athletics
The swell had gone northeast..sometimes producing better lefts than rights,right,1968,,3,rights|the|right|r|it|they|we|those|on|in
That doesn't bring us any nearer to finding out what is Boris Waberski's strong suit... We haven't a clue,clue,1948,1599.0,3,single|thing|clue|chance|ghost|line|shred|notion|shadow|scrap
Referees are expected to provide objective evaluations of the works they review,review,1975,1573.0,3,are|examine|review|report|study|recommend|present|read|judge|have
The Disney people are hoping..that the born-again mouse will build a new coalition of free-spending children and adults who will rush..to stores that sell Disney-approved.. merchandise,merchandise,1971,1300.0,3,goods|products|merchandise|brands|toys|things|foods|christmas|clothes|food
"Over the past three years I have become interested in music as ambience... To create a distinction between my own experiments in this area and the products of various purveyors of canned music, I have begun using the term Ambient",ambient,1978,1572.0,3,ambience|music|ambient|musical|ambiental|ambiance|of|in|symphonic|radio
I think we may safely consider the mass at 235 as an isotope of uranium,uranium,1939,1790.0,3,lead|mercury|uranium|the|chlorine|thorium|oxygen|hydrogen|nickel|magnesium
"Perl sets up taint checking at compile time, and it effects the entire program for the entirety of its run",run,1941,1475.0,3,length|duration|run|performance|period|time|life|action|presentation|program
Perhaps it was understating it to say it's the 11th hour—for the industry it is very nearly midnight,midnight,1976,,3,the|that|midnight|a|so|noon|in|dead|its|if
"Like other credit reference bureaux, it faced criticism for stockpiling black information rather than white",white,1968,,3,for|giving|white|using|making|distributing|helping|the|attempting|building
Any tampering with the electrically protected windows will flash a similar alarm,alarm,1948,1400.0,3,signal|warning|alarm|light|red|danger|lamp|message|sign|code
"‘You mean Peter Majury?’ ‘ Jawohl ,’ Gayan said and made a Nazi salute",salute,1935,1400.0,3,gesture|sign|salute|bow|of|movement|face|motion|signal|grimace
"The joysticks are worked with their thumbs and they [ sc. the soldiers] can fire a single shot, multi-shot or switch to automatic",automatic,1941,1599.0,4,a|machine|the|automatic|bayonet|rapid|any|their|an|one
She did not want extraordinary steps taken to prolong her life should the illness leave her in any way debilitated or mentally impaired,impaired,1946,1559.0,4,affected|depressed|weakened|impaired|enfeebled|weak|incapacitated|deranged|or|disturbed
"If you're from the North Island,..South Islanders..will tell you that they live on the mainland",mainland,1949,1440.0,4,north|south|other|mainland|wrong|west|island|best|edge|east
"No signs of a stress incontinence could be objectified in the women of group II, even though, according to their own statements, they were not completely continent",continent,1941,1384.0,4,free|relieved|sexually|continent|cured|relaxed|comfortable|unconscious|normal|under
"Another curtain in the proscenium opening is the Safety or Fireproof Curtain, sometimes nicknamed the Iron",iron,1951,,4,asbestos|fire|smoke|iron|slow|stage|drop|steel|green|red
Gains of up to £2 were seen in long gilts and of up to 5 / 8 in shorts,short,1932,,4,long|sows|the|short|young|gilts|small|pigs|yearling|yearlings
They have nowhere to go. This is—how do the Americans say it?—the end of the line,line,1948,,4,world|trail|road|line|rainbow|rope|string|street|earth|season
"She stressed the necessity of using the genuine Arden product. If it fails, she suggests ‘a little enema’ and in stubborn cases, ‘a high colonic",colonic,1948,1906.0,4,enema|injection|one|colonic|blood|rectal|oil|colon|irrigation|ball
"If the machine's trainer accidentally makes occasional mistakes and forces the wrong answer from the machine, the machine can overcome this bad training",training,1959,1440.0,4,influence|effect|habit|training|luck|teaching|impression|start|practice|treatment
Duty of parents to maintain contact with local authorities having their children in care,care,1932,,4,charge|custody|their|care|school|institutions|training|boarding|schools|attendance
‘You okay?’ asked Donovan... ‘I thought you were properly up the creek,creek,1941,1300.0,4,pole|tree|river|creek|line|flue|spout|wind|ladder|hill
"The flawless skin goes, the lovely eyes fade, and she knows she is over the hill",hill,1950,,4,line|border|danger|hill|precipice|age|dead|dividing|threshold|brink
"When a rabbi gets to be around fifty, his chances of getting another job are not so good. He's like over the hill",hill,1950,,4,age|draft|top|hill|fence|fifty|left|dead|old|average
"All transactions between the Fund and members were to be at par, and all transactions in member currencies at rates within an agreed percentage of parity",parity,1945,1572.0,4,par|the|their|parity|gold|face|such|those|market|normal
"Today's specials are..crab fishcakes with a spicy sauce (again, available as a starter or as a main",main,1987,,4,finisher|dessert|finish|main|finale|second|last|wind|final|finishing
"His poems are at odds with the modernist belief that the essential qualities of poetry are irony, ambiguity and paradox",paradox,1939,1533.0,4,obscurity|the|a|paradox|cynicism|sophistication|an|subtlety|satire|confusion
"If a complete translation of the program is prepared before the initiation of its operation the system is a compiler; if the pseudo-code is retranslated each time it is used during operation, the system is an interpreter",interpreter,1954,1384.0,4,operator|adaptor|analyzer|interpreter|indicator|accumulator|opener|automatic|operating|adjuster
"Silicon..can be substituted either on the Ga site, where it becomes a shallow donor, or on the As site, where it is a shallow acceptor",acceptor,1936,1384.0,4,absorber|receiver|recipient|acceptor|depressor|receptor|depression|recess|re|taker
"We seem to need words which will briefly indicate action by two kinds of chemical transmission, due in the one case to some substance like adrenaline, in the other case to a substance like acetylcholine, so that we may distinguish between chemical function and anatomical origin. I suggest the words ‘adrenergic’ and ‘ cholinergic",cholinergic,1934,1934.0,4,acetylenergic|cholineergic|acetoergic|cholinergic|acetylergic|acetylcholic|chologenic|acetolergic|choline|acetenergic
"‘Don't tell me we're there already.’.. ‘Yes, this is the end of the line",line,1948,,4,world|journey|road|line|first|street|tunnel|trip|drive|earth
"Now a kidney specialist living in St. John's, Newfoundland, he is the driving force behind the extraordinary success of rugby on ‘The Rock",rock,1978,,4,island|ancient|old|rock|coast|isle|new|labrador|newfoundland|narrows
An East Staffordshire pub is being used as a centerpiece of a campaign to get more people to go out and drink at their local,local,1934,1425.0,4,own|homes|favorite|local|clubs|leisure|home|places|regular|work
A ‘vector property’ of a sediment..emphasizes the direction (in a compass sense as an angle from the north point or from some arbitrary reference,reference,1952,1579.0,4,direction|line|zero|reference|point|meridian|initial|origin|standard|north
"Marijuana..when brewed with hot water,..is called ‘ tea",tea,1935,1655.0,4,tequila|mescal|pulque|tea|mexican|the|tizwin|chicha|by|hop
"The Arthur Ford Academy defines the word [ sc. medium] in this way: ‘A highly ethical person who causes himself to become a conscious, spiritual and psychic channel",channel,1976,1387.0,4,instrument|medium|force|channel|entity|being|center|agent|personality|vehicle
"‘Did you say something, man?’ the face asked. I took a deep breath..and then I address the face. ‘Not a thing, brother,’ I reply, ‘not a thing. Be my guest",guest,1955,,4,friend|brother|witness|guest|good|guide|partner|little|companion|own
Brovak decided against hasty action. The correct approach was not to ask this fruit fly whether he preferred to pitch or catch,catch,1967,1225.0,4,to|bat|be|catch|bunt|drop|throw|curve|field|not
Miss Bach had been talking wistfully of taking up the wagon-trail life of a West Bank settler,settler,1967,1598.0,5,missionary|farmer|rancher|woman|settler|indian|teacher|ranch|family|homesteader
"A new branch of systemic linguistics dealing with the types of relation that arise in use between tongues, and between them and their users... As its aim is to confront tongues and communities as social institutions, it might be called Institutional",institutional,1958,1617.0,5,social|sociological|the|sociology|institutional|sociologic|socio|a|systemic|socialistic
The DO statement automatically causes execution of all the statements following it up to and including the statement labelled n for values of i from m 1 in steps of m 3 ... The counter i is sometimes referred to as the index,index,1957,1398.0,5,counter|i|first|n|index|zero|m|statement|indicator|key
"In the older ‘dips’ and also in modern ‘sheep showers’, this is an adjoining draining pen to which sheep go after treatment with the ‘ wash",wash,1933,1440.0,5,dip|dips|shower|sheep|wash|bath|dipping|lick|liquor|fly
