target_word,category,year,context_level,text,prefix,suffix,rank,target_nll,correct@10,correct@20,correct@50,correct@100,top_10_words,top_10_nlls,wl,tier,strategy,seed_word,family,hit
bindon,synthetic_seeded,,medium,"The attractive agency between the particles was supposed, on this view, to be conveyed by a discrete unit they termed the [MASK]","The attractive agency between the particles was supposed, on this view, to be conveyed by a discrete unit they termed the",,-1,inf,0,0,0,0,quantum|ether|photon|graviton|atom|quanta|quark|particle|force|electron,3.0557|3.1097|3.1169|3.5015|3.5259|4.0456|4.0461|4.0597|4.2654|4.2735,bindon,core,analogical_blend,positron,particle_on,False
bindon,synthetic_seeded,,low,Such a thing as a free [MASK] has never been observed,Such a thing as a free, has never been observed,-1,inf,0,0,0,0,lunch|ride|market|meal|gift|society|and|drink|dinner|breakfast,0.5199|3.1135|3.4876|3.6453|4.7703|5.2688|5.2991|5.3008|5.3014|5.4882,bindon,core,analogical_blend,positron,particle_on,False
fissiton,synthetic_seeded,,high,"When the heavy nucleus bursts asunder, a prompt corpuscle is shot out before the fragments separate; for this momentary particle the discoverers propose the name [MASK]","When the heavy nucleus bursts asunder, a prompt corpuscle is shot out before the fragments separate; for this momentary particle the discoverers propose the name",,-1,inf,0,0,0,0,of|pion|proton|positron|meson|alpha|neutrino|neutron|gamma|muon,0.6097|3.1475|3.7130|3.8349|3.8529|4.1400|4.1468|4.1623|4.6393|4.8628,fissiton,core,analogical_blend,positron,particle_on,False
fissiton,synthetic_seeded,,medium,"Among the products of uranium splitting a short-lived emission was reported, which the workers labelled the [MASK]","Among the products of uranium splitting a short-lived emission was reported, which the workers labelled the",,-1,inf,0,0,0,0,alpha|neutron|beta|β|gamma|x|polonium|k|positron|z,2.5323|2.7462|3.1911|3.4956|3.9088|4.1414|4.1572|4.1710|4.2135|4.3428,fissiton,core,analogical_blend,positron,particle_on,False
fissiton,synthetic_seeded,,low,The ionisation chamber clicked once for every [MASK],The ionisation chamber clicked once for every,,-1,inf,0,0,0,0,electron|alpha|particle|photon|atom|ion|proton|single|time|radioactive,2.4003|2.6486|3.2111|3.4613|3.5894|3.7691|4.1193|4.1538|4.2750|4.3058,fissiton,core,analogical_blend,positron,particle_on,False
thoughton,synthetic_seeded,,high,"Just as the energy of the collapsing star escapes almost entirely in faint corpuscles, some have speculated, in a lighter vein, that the activity of the mind might be carried by an undiscovered particle they call the [MASK]","Just as the energy of the collapsing star escapes almost entirely in faint corpuscles, some have speculated, in a lighter vein, that the activity of the mind might be carried by an undiscovered particle they call the",,6,4.289215564727783,1,1,1,1,thought|mind|neuron|idea|ideon|thoughton|soul|brain|mental|photon,2.9404|3.0859|3.5805|3.8655|3.9043|4.2892|4.3341|4.3350|4.4266|4.7227,thoughton,floor,cross_family,positron,particle_on,True
thoughton,synthetic_seeded,,medium,"The essayist imagined that each unit of mental activity might correspond to a hypothetical corpuscle, the [MASK]","The essayist imagined that each unit of mental activity might correspond to a hypothetical corpuscle, the",,-1,inf,0,0,0,0,smallest|unit|size|mental|so|same|activity|mind|number|existence,2.6025|2.9163|3.0083|3.3526|4.3981|4.5084|4.5710|4.5943|4.6651|4.6957,thoughton,floor,cross_family,positron,particle_on,False
thoughton,synthetic_seeded,,low,There is of course no evidence whatever for the [MASK],There is of course no evidence whatever for the,,-1,inf,0,0,0,0,claim|existence|idea|claims|suggestion|assertion|theory|proposition|alleged|notion,1.8758|2.2506|3.3132|3.5635|3.8132|3.8133|3.8446|3.9695|4.1286|4.1882,thoughton,floor,cross_family,positron,particle_on,False
warmton,synthetic_seeded,,high,"By analogy with the corpuscle of light, the quantum of heat conceived as travelling through the solid as a discrete particle was once jocularly named the [MASK]","By analogy with the corpuscle of light, the quantum of heat conceived as travelling through the solid as a discrete particle was once jocularly named the",,-1,inf,0,0,0,0,caloric|quanta|calorcle|quantum|bolus|calorie|corpuscle|photon|phonon|brownian,2.3442|3.0378|3.4730|3.9117|4.0542|4.4064|4.5317|4.8991|5.3163|5.5136,warmton,floor,transparent_stem,positron,particle_on,False
warmton,synthetic_seeded,,medium,"The propagation of warmth through the bar was described, somewhat fancifully, as a stream of units each called a [MASK]","The propagation of warmth through the bar was described, somewhat fancifully, as a stream of units each called a",,-1,inf,0,0,0,0,quanta|calorie|phonon|photon|quantum|foot|degree|unit|grain|therm,3.0759|3.3543|3.4712|3.5736|3.6681|4.1437|4.2294|4.2311|4.2924|4.3097,warmton,floor,transparent_stem,positron,particle_on,False
warmton,synthetic_seeded,,low,The idea of a [MASK] never gained acceptance,The idea of a, never gained acceptance,-1,inf,0,0,0,0,new|single|woman|national|man|free|world|global|universal|public,4.2382|4.5971|4.9412|5.2625|5.2851|5.3740|5.3932|5.4444|5.5251|5.5351,warmton,floor,transparent_stem,positron,particle_on,False
luxiton,synthetic_seeded,,high,"Just as the positive hole can be pictured as a collectivized positron, the excited state can be pictured as a kind of particle which we shall call a (collectivized) [MASK]","Just as the positive hole can be pictured as a collectivized positron, the excited state can be pictured as a kind of particle which we shall call a (collectivized)",,-1,inf,0,0,0,0,electron|hole|negative|positron|exciton|positronium|photon|positive|quark|excited,1.5416|2.8944|2.9507|3.2252|3.3660|3.4586|3.5074|3.7739|3.8537|3.8815,luxiton,core,slot_reuse,exciton,quasiparticle_on,False
luxiton,synthetic_seeded,,medium,"When the crystal absorbs a quantum of light, the bound electron-hole pair migrates through the lattice as a unit we term the [MASK]","When the crystal absorbs a quantum of light, the bound electron-hole pair migrates through the lattice as a unit we term the",,-1,inf,0,0,0,0,exciton|charge|electron|quanta|photo|quantum|phonon|excited|carrier|spin,0.4009|3.3612|4.2536|4.2766|4.3360|4.5502|4.6782|4.8290|4.8299|4.9024,luxiton,core,slot_reuse,exciton,quasiparticle_on,False
luxiton,synthetic_seeded,,low,Energy travels through the crystal carried by the [MASK],Energy travels through the crystal carried by the,,-1,inf,0,0,0,0,electrons|vibration|electric|light|vibrations|water|atoms|electromagnetic|electrical|carrier,3.0126|3.2009|3.3256|3.3320|3.5437|3.7940|3.9814|4.0127|4.0129|4.0763,luxiton,core,slot_reuse,exciton,quasiparticle_on,False
vibraton,synthetic_seeded,,high,"As the bound electron-hole pair travels through the lattice as an exciton, the quantum of lattice oscillation, regarded as a mobile entity in its own right, we here designate the [MASK]","As the bound electron-hole pair travels through the lattice as an exciton, the quantum of lattice oscillation, regarded as a mobile entity in its own right, we here designate the",,-1,inf,0,0,0,0,exciton|lattice|electron|quantum|excitonic|bound|mobile|whole|energy|system,1.3691|2.6332|3.3843|3.7256|4.0145|4.1955|4.3506|4.6946|4.7580|4.7882,vibraton,core,affix_swap,exciton,quasiparticle_on,False
vibraton,synthetic_seeded,,medium,"The thermal agitation of the atoms could be treated as a gas of discrete excitations, each of which the authors term a [MASK]","The thermal agitation of the atoms could be treated as a gas of discrete excitations, each of which the authors term a",,-1,inf,0,0,0,0,quantum|phonon|qubit|boson|quanta|bose|spin|hot|thermal|bosonic,2.7395|3.0660|3.6080|3.6242|3.7770|4.2813|4.3096|4.4498|4.5050|4.6238,vibraton,core,affix_swap,exciton,quasiparticle_on,False
vibraton,synthetic_seeded,,low,The heat capacity was computed by summing over every [MASK],The heat capacity was computed by summing over every,,-1,inf,0,0,0,0,possible|heat|single|temperature|pair|atom|combination|point|state|time,1.8585|3.1145|3.2975|3.7949|3.9812|3.9835|4.1379|4.1385|4.1705|4.1714,vibraton,core,affix_swap,exciton,quasiparticle_on,False
spiniton,synthetic_seeded,,high,"Just as the collectivized excitation of the crystal behaves as a particle, the wave of overturned magnetic moments propagating through the ordered lattice may be quantised and called the [MASK]","Just as the collectivized excitation of the crystal behaves as a particle, the wave of overturned magnetic moments propagating through the ordered lattice may be quantised and called the",,-1,inf,0,0,0,0,spin|magnon|exciton|magnetic|bloch|phonon|spinon|quantum|boson|crystal,1.8082|2.0490|2.4529|3.0276|3.4040|3.8547|3.8575|3.9327|4.0727|4.2354,spiniton,core,affix_swap,exciton,quasiparticle_on,False
spiniton,synthetic_seeded,,medium,"The reversal travelled through the magnetic crystal as a single migrating quantum, which we name the [MASK]","The reversal travelled through the magnetic crystal as a single migrating quantum, which we name the",,-1,inf,0,0,0,0,quantum|magnetic|magnon|qubit|spin|spinon|dirac|majorana|electron|single,1.5300|2.8357|3.6474|3.8619|3.9272|4.5923|4.7376|4.8074|5.0843|5.1622,spiniton,core,affix_swap,exciton,quasiparticle_on,False
spiniton,synthetic_seeded,,low,The disordering was carried through the lattice by the [MASK],The disordering was carried through the lattice by the,,-1,inf,0,0,0,0,lattice|formation|presence|introduction|diffusion|addition|use|interaction|movement|displacement,4.3152|4.5914|4.7477|4.8414|4.8771|4.9666|4.9981|4.9983|5.0295|5.0298,spiniton,core,affix_swap,exciton,quasiparticle_on,False
luminiton,synthetic_seeded,,high,"When the bound electron-hole pair recombines and couples to the radiation field within the crystal, the resulting mixed light-and-matter quantum we propose to call the [MASK]","When the bound electron-hole pair recombines and couples to the radiation field within the crystal, the resulting mixed light-and-matter quantum we propose to call the",,-1,inf,0,0,0,0,quantum|photon|photonic|qubit|light|electron|photonon|quanta|bosonic|quanton,2.4330|3.2757|3.9441|4.6370|4.6827|4.8117|4.8638|5.0314|5.0793|5.1627,luminiton,core,analogical_blend,exciton,quasiparticle_on,False
luminiton,synthetic_seeded,,medium,"Inside the resonant slab the photon and the excitation merged into a single travelling entity, which the authors designate the [MASK]","Inside the resonant slab the photon and the excitation merged into a single travelling entity, which the authors designate the",,-1,inf,0,0,0,0,exciton|hybrid|photon|virtual|quantum|photonic|excitation|polariton|soliton|boson,2.2915|3.1297|3.8962|4.1824|4.2127|4.2323|4.2778|4.2878|4.6327|4.6578,luminiton,core,analogical_blend,exciton,quasiparticle_on,False
luminiton,synthetic_seeded,,low,The mixed quantum propagating in the slab is the [MASK],The mixed quantum propagating in the slab is the,,-1,inf,0,0,0,0,sum|result|superposition|same|quantum|solution|most|product|combination|one,2.6204|2.7138|3.1149|3.4636|3.8732|3.9951|3.9953|4.1202|4.1203|4.2465,luminiton,core,analogical_blend,exciton,quasiparticle_on,False
dielecton,synthetic_seeded,,high,"As the excited state of the insulator travels as an exciton, the joint quantum formed when this excitation is dressed by the polarisation of the surrounding medium is here named the [MASK]","As the excited state of the insulator travels as an exciton, the joint quantum formed when this excitation is dressed by the polarisation of the surrounding medium is here named the",,-1,inf,0,0,0,0,polariton|exciton|excitonic|politon|quantum|polaron|photonic|spin|polaritonic|photon,1.6077|2.1343|3.7692|3.8037|4.2323|4.3100|4.4186|4.5374|4.7912|5.0992,dielecton,core,analogical_blend,exciton,quasiparticle_on,False
dielecton,synthetic_seeded,,medium,The coupling of the lattice excitation to the electric field gave rise to a single composite entity we call the [MASK],The coupling of the lattice excitation to the electric field gave rise to a single composite entity we call the,,-1,inf,0,0,0,0,electric|exciton|composite|lattice|excitonic|field|photonic|quantum|optical|charge,3.4236|3.4318|3.7345|3.9023|4.1513|4.1933|4.3558|4.4858|4.5774|4.7100,dielecton,core,analogical_blend,exciton,quasiparticle_on,False
dielecton,synthetic_seeded,,low,The dispersion curve bends sharply where the [MASK] forms,The dispersion curve bends sharply where the, forms,-1,inf,0,0,0,0,dispersion|frequency|wavelength|curve|maximum|absorption|pressure|two|energy|refractive,3.8478|4.0966|4.3151|4.6587|4.6640|4.7215|4.8472|4.9441|4.9720|5.0024,dielecton,core,analogical_blend,exciton,quasiparticle_on,False
memoton,synthetic_seeded,,high,"By analogy with the collectivized excitation of a crystal, the persistent disturbance once imagined to carry the trace of memory through the network of brain cells was, half in jest, called the [MASK]","By analogy with the collectivized excitation of a crystal, the persistent disturbance once imagined to carry the trace of memory through the network of brain cells was, half in jest, called the",,-1,inf,0,0,0,0,memex|mind|ghost|crystal|memory|memeplex|brain|soul|mem|collective,2.8534|3.5433|3.6165|4.1227|4.3767|4.5593|4.5718|4.6219|4.6427|4.6802,memoton,floor,cross_family,exciton,quasiparticle_on,False
memoton,synthetic_seeded,,medium,"Older speculation pictured a recollection as a self-sustaining excitation circulating in the tissue, a kind of [MASK]","Older speculation pictured a recollection as a self-sustaining excitation circulating in the tissue, a kind of",,-1,inf,0,0,0,0,self|memory|electrical|internal|local|electric|a|wave|phantom|echo,3.2918|3.3529|3.5399|4.1529|4.1888|4.1962|4.3669|4.3959|4.4450|4.5153,memoton,floor,cross_family,exciton,quasiparticle_on,False
memoton,synthetic_seeded,,low,No instrument has detected a [MASK],No instrument has detected a,,-1,inf,0,0,0,0,signal|single|significant|change|problem|planet|new|clear|signature|particle,1.9308|2.8708|3.1194|3.2131|4.0245|4.2133|4.2135|4.4031|4.6806|4.6817,memoton,floor,cross_family,exciton,quasiparticle_on,False
flowiton,synthetic_seeded,,high,"Just as the excited state of the solid is treated as a mobile particle, the elementary unit of frictionless streaming in the cooled liquid was, somewhat fancifully, quantised and termed the [MASK]","Just as the excited state of the solid is treated as a mobile particle, the elementary unit of frictionless streaming in the cooled liquid was, somewhat fancifully, quantised and termed the",,-1,inf,0,0,0,0,vison|brownian|phonon|vorticity|vort|streaming|stream|vortical|slip|viscosity,2.6123|3.0637|3.7185|4.2039|4.2531|4.3791|4.4034|4.4743|4.4819|4.5357,flowiton,floor,transparent_stem,exciton,quasiparticle_on,False
flowiton,synthetic_seeded,,medium,"The collective motion of the liquid was described as a procession of discrete units, each called a [MASK]","The collective motion of the liquid was described as a procession of discrete units, each called a",,-1,inf,0,0,0,0,drop|droplet|cell|globule|bubble|vorticity|particle|blob|vortex|floc,1.9331|2.2921|3.1040|3.6420|3.7965|3.8747|4.0407|4.2164|4.3580|4.4003,flowiton,floor,transparent_stem,exciton,quasiparticle_on,False
flowiton,synthetic_seeded,,low,The current was pictured as a stream of every [MASK],The current was pictured as a stream of every,,-1,inf,0,0,0,0,color|day|kind|colour|type|sort|living|changing|possible|size,2.6806|2.7438|2.9927|3.2430|3.7427|3.7428|3.7431|3.8688|3.8688|3.9934,flowiton,floor,transparent_stem,exciton,quasiparticle_on,False
homoserase,synthetic_seeded,,high,This paper describes an enzyme system synthesizing threonine from homoserine; we have called it threonine [MASK],This paper describes an enzyme system synthesizing threonine from homoserine; we have called it threonine,,-1,inf,0,0,0,0,synthetase|synthase|deaminase|dehydratase|biosynthetic|synthetic|biosynthesis|synthesis|dehydrogenase|kinase,0.8861|1.3801|2.3675|3.6054|3.7513|4.1874|4.2522|4.5029|4.8561|4.9995,homoserase,core,slot_reuse,synthase,enzyme_ase,False
homoserase,synthetic_seeded,,medium,"The cell-free extract converted homoserine quantitatively, and we attribute this to a hitherto undescribed [MASK]","The cell-free extract converted homoserine quantitatively, and we attribute this to a hitherto undescribed",,-1,inf,0,0,0,0,activity|enzymatic|enzyme|function|mechanism|serine|pathway|role|reaction|form,2.9378|3.2176|3.2508|3.3751|3.3753|3.5924|3.8754|3.9062|3.9071|4.1341,homoserase,core,slot_reuse,synthase,enzyme_ase,False
homoserase,synthetic_seeded,,low,"The reaction was abolished on boiling, indicating that it is catalysed by a [MASK]","The reaction was abolished on boiling, indicating that it is catalysed by a",,-1,inf,0,0,0,0,nucleophilic|metal|protein|water|heat|hydrolase|non|dehydrogenase|nucleophile|thermal,3.0214|3.0384|3.3689|3.5962|3.6569|3.7137|3.7336|3.8287|3.8934|4.0324,homoserase,core,slot_reuse,synthase,enzyme_ase,False
ferroporphase,synthetic_seeded,,high,"Just as the dehydrogenases remove hydrogen and the carboxylases handle carbon dioxide, the enzyme that inserts iron into the porphyrin ring may aptly be called the [MASK]","Just as the dehydrogenases remove hydrogen and the carboxylases handle carbon dioxide, the enzyme that inserts iron into the porphyrin ring may aptly be called the",,-1,inf,0,0,0,0,iron|hydrogenase|oxygenase|reductase|hydrogen|hydroxylase|reductases|ironator|heme|oxidase,2.1980|3.1010|3.1694|3.2832|3.3547|3.4747|3.9146|3.9395|4.0403|4.0474,ferroporphase,core,affix_swap,synthase,enzyme_ase,False
ferroporphase,synthetic_seeded,,medium,"Incorporation of iron into the pigment was catalysed by a heat-labile factor in the extract, evidently a specific [MASK]","Incorporation of iron into the pigment was catalysed by a heat-labile factor in the extract, evidently a specific",,-1,inf,0,0,0,0,enzyme|iron|protein|fe|protease|type|ferric|hydrolase|metalloproteinase|metalloprotein,0.9571|1.9618|2.6402|3.9669|4.0196|4.2693|4.6449|4.6732|4.6747|4.6906,ferroporphase,core,affix_swap,synthase,enzyme_ase,False
ferroporphase,synthetic_seeded,,low,The conversion ceased when the [MASK] was inactivated,The conversion ceased when the, was inactivated,-1,inf,0,0,0,0,new|first|british|ship|church|sun|war|two|soviet|water,4.7548|4.8163|4.8909|4.9126|5.0899|5.2402|5.4001|5.5258|5.5309|5.5373,ferroporphase,core,affix_swap,synthase,enzyme_ase,False
citrullinase,synthetic_seeded,,high,This communication describes a soluble enzyme that condenses ornithine with carbamyl phosphate to yield citrulline; we propose for it the name [MASK],This communication describes a soluble enzyme that condenses ornithine with carbamyl phosphate to yield citrulline; we propose for it the name,,-1,inf,0,0,0,0,ornithine|carbamyl|carbamoyl|citrulline|ornithyl|ornithinyl|of|arginase|carbamate|citrullin,0.9585|2.0398|2.6009|2.9293|3.4639|3.9395|4.4585|5.0295|5.2667|5.3210,citrullinase,core,affix_swap,synthase,enzyme_ase,False
citrullinase,synthetic_seeded,,medium,"The tissue homogenate formed citrulline from its precursors, an activity we ascribe to a previously unrecognised [MASK]","The tissue homogenate formed citrulline from its precursors, an activity we ascribe to a previously unrecognised",,-1,inf,0,0,0,0,enzyme|form|urea|mitochondrial|isoform|enzymatic|type|cysteine|tissue|catabolic,2.8203|3.2978|3.7314|3.9798|4.0309|4.0316|4.0383|4.3475|4.3569|4.6117,citrullinase,core,affix_swap,synthase,enzyme_ase,False
citrullinase,synthetic_seeded,,low,Dialysis of the cofactor abolished the action of the [MASK],Dialysis of the cofactor abolished the action of the,,-1,inf,0,0,0,0,enzyme|inhibitor|drug|protein|compound|peptide|factor|toxin|substrate|mutant,1.6683|2.8868|3.2311|3.2498|3.4181|3.8878|3.9836|4.0433|4.0446|4.5136,citrullinase,core,affix_swap,synthase,enzyme_ase,False
pectolase,synthetic_seeded,,high,"The progressive softening of the ripening fruit was traced to the cleavage of the pectic substances, a hydrolysis we attribute to a specific [MASK]","The progressive softening of the ripening fruit was traced to the cleavage of the pectic substances, a hydrolysis we attribute to a specific",,-1,inf,0,0,0,0,enzyme|action|pectinase|protease|type|enzymatic|group|proteolytic|endo|enzymic,0.9909|2.7400|3.3590|3.4287|4.0525|4.0836|4.3337|4.5602|4.5738|4.5837,pectolase,core,analogical_blend,synthase,enzyme_ase,False
pectolase,synthetic_seeded,,medium,"The juice expressed from the soft tissue rapidly degraded the gel, evidently through a heat-labile [MASK]","The juice expressed from the soft tissue rapidly degraded the gel, evidently through a heat-labile",,-1,inf,0,0,0,0,enzyme|protease|enzymatic|proteolytic|mechanism|activity|process|action|proteinase|hydrolytic,1.8258|2.0760|2.6634|3.2392|3.3882|3.5133|3.7644|4.0135|4.0795|4.2439,pectolase,core,analogical_blend,synthase,enzyme_ase,False
pectolase,synthetic_seeded,,low,Activity was lost when the [MASK] was heated,Activity was lost when the, was heated,-1,inf,0,0,0,0,cells|animals|protein|mice|temperature|gene|cell|activity|virus|drug,3.2722|4.0222|4.4322|4.5223|4.9911|5.0383|5.0416|5.1191|5.1951|5.2262,pectolase,core,analogical_blend,synthase,enzyme_ase,False
thyminase,synthetic_seeded,,high,"Where the proteinases split protein and the lipase splits fat, the enzyme effecting the removal of the pyrimidine base thymine from its sugar in the digest we propose to designate the [MASK]","Where the proteinases split protein and the lipase splits fat, the enzyme effecting the removal of the pyrimidine base thymine from its sugar in the digest we propose to designate the",,3,3.6033997535705566,1,1,1,1,pyrimidinease|thyminease|thyminase|thymine|thymidase|enzyme|thymidinease|purinease|glycosidase|thymidases,3.0062|3.0415|3.6034|3.6087|3.6807|3.7013|4.0511|4.2447|4.7476|4.8066,thyminase,core,analogical_blend,synthase,enzyme_ase,True
thyminase,synthetic_seeded,,medium,The progressive liberation of the free base from the nucleoside pointed to the action of a hitherto unrecognised [MASK],The progressive liberation of the free base from the nucleoside pointed to the action of a hitherto unrecognised,,-1,inf,0,0,0,0,enzyme|type|nucleoside|class|base|hydrolase|hydrolytic|group|specific|nucleotidase,1.8238|2.6351|3.5505|3.6352|4.0805|4.0966|4.2502|4.3539|4.3889|4.4604,thyminase,core,analogical_blend,synthase,enzyme_ase,False
thyminase,synthetic_seeded,,low,Addition of the purified [MASK] restored the activity,Addition of the purified, restored the activity,-1,inf,0,0,0,0,protein|dna|and|proteins|recombinant|water|extract|fractions|enzyme|antibody,3.1631|3.8497|4.0393|4.1272|4.1322|4.2861|4.4121|4.5640|4.5960|4.6275,thyminase,core,analogical_blend,synthase,enzyme_ase,False
sleepase,synthetic_seeded,,high,"Where the dehydrogenases remove hydrogen and the synthesising enzymes build a bond, the hypothetical ferment supposed to accumulate during waking and to induce slumber has been playfully named the [MASK]","Where the dehydrogenases remove hydrogen and the synthesising enzymes build a bond, the hypothetical ferment supposed to accumulate during waking and to induce slumber has been playfully named the",,-1,inf,0,0,0,0,dehydrogenase|alcohol|hypnogen|hydrogenase|enzyme|reverse|adenosine|alpha|somnogen|hydroxylase,2.9379|4.1726|4.9408|5.0935|5.2203|5.4233|5.5047|5.5400|5.5563|5.5592,sleepase,floor,cross_family,synthase,enzyme_ase,False
sleepase,synthetic_seeded,,medium,The investigators jokingly attributed the onset of drowsiness to a fatigue-borne ferment they called the [MASK],The investigators jokingly attributed the onset of drowsiness to a fatigue-borne ferment they called the,,-1,inf,0,0,0,0,beer|sleep|soporific|alcohol|hangover|yeast|drowsiness|fermentation|post|morpheus,4.8507|4.8921|5.2326|5.3004|5.4935|5.6194|5.7125|5.7208|5.7675|5.7981,sleepase,floor,cross_family,synthase,enzyme_ase,False
sleepase,synthetic_seeded,,low,"No such substance has ever been isolated, least of all a [MASK]","No such substance has ever been isolated, least of all a",,-1,inf,0,0,0,0,substance|pure|living|stable|single|crystalline|natural|synthetic|drug|human,3.1991|3.2674|3.5123|3.5123|3.6390|3.7308|4.0167|4.1064|4.1090|4.1480,sleepase,floor,cross_family,synthase,enzyme_ase,False
rustase,synthetic_seeded,,high,"Just as the oxidases promote the uptake of oxygen by their substrates, the heat-labile factor that hastened the reddening corrosion of the iron filings in the moist culture was loosely dubbed the [MASK]","Just as the oxidases promote the uptake of oxygen by their substrates, the heat-labile factor that hastened the reddening corrosion of the iron filings in the moist culture was loosely dubbed the",,-1,inf,0,0,0,0,oxygenase|oxidase|oxygen|reductase|reducing|rust|iron|red|reductases|heat,1.9431|2.4828|2.5696|3.0252|3.6430|3.7727|3.8394|3.8730|3.9011|4.0528,rustase,floor,transparent_stem,synthase,enzyme_ase,False
rustase,synthetic_seeded,,medium,"The biological acceleration of the metal's decay in the broth was attributed, half-seriously, to a hypothetical ferment, the [MASK]","The biological acceleration of the metal's decay in the broth was attributed, half-seriously, to a hypothetical ferment, the",,-1,inf,0,0,0,0,action|so|presence|existence|bacillus|nature|yeast|metal|product|activity,3.1640|4.0797|4.1482|4.3513|4.8454|4.8982|4.9202|4.9722|5.1489|5.1641,rustase,floor,transparent_stem,synthase,enzyme_ase,False
